tcs_customer_id;credit_limit;fact_close_date;outstanding;next_pmt;curr_balance_amt;current_delq;ttl_delq_5;ttl_delq_5_29;ttl_delq_30;ttl_delq_30_59;ttl_delq_60_89;ttl_delq_90_plus;delq_balance;max_delq_balance;currency_CHF;currency_EUR;currency_RUB;currency_USD;credits_count
115;545,6088;1;0,0;0,0;666,822;0,0;0;0;0;0;0;23;0,0;0,0;0;0;1;0;1
116;690,8588;3;0,0;20,3516;597,5336;0,0;1;10;11;3;0;0;0,0;19,222468;0;0;3;0;3
117;11427,108;2;5165,7872;218,0908;56,274;30,0;0;2;2;0;0;0;84,2616;84,2616;0;0;6;0;6
118;12406,9728;2;2392,392;0,0;9279,234;0,0;0;4;4;1;2;0;0,0;0,0;0;0;6;0;6
119;396,9724;0;320,1476;46,48;133,0656;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
120;8953,6084;3;1343,2056;0,0;0,0;0,0;0;5;5;1;0;10;0,0;139,023008;0;0;4;0;4
121;2158,2324;0;2000,784056;130,808;130,808;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
122;1780,4164;1;1152,6376;1152,6376;3426,8044;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
123;10029,6868;4;5874,304748;0,0;3954,6512;0,0;3;0;3;0;0;0;0,0;34,528996;0;0;9;0;9
124;19376,5492;2;9854,104284;1715,278;6887,2736;0,0;0;8;8;0;0;0;0,0;0,0;0;0;7;0;7
125;25072,5736;1;952,84;106,7048;11544,8352;18,0;14;11;25;1;0;0;210,156;408,2272;0;0;6;0;6
126;149,4;1;0,0;0,0;0,0;0,0;0;1;1;0;0;5;0,0;138,477532;0;0;1;0;1
127;6197,6764;10;1851,398;236,052;2992,2496;0,0;4;1;5;0;0;0;0,0;31,956328;0;0;13;0;13
128;385,3524;1;0,0;0,0;283,5944;690,0;0;2;2;2;1;20;264,4712;264,4712;0;0;2;0;2
129;10773,4;0;0,0;264,8696;2383,8264;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
130;139,9048;1;0,0;0,0;0,0;0,0;1;0;1;0;0;0;0,0;11,768404;0;0;1;0;1
131;3646,9204;1;3319,2696;107,2028;214,4056;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
132;10974,4592;1;1996,0836;423,134;5078,8364;0,0;0;4;4;3;3;2;0,0;174,560288;0;0;4;0;4
133;372,338;1;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
134;2892,5832;1;0,0;0,0;884,116;0,0;0;2;2;1;0;5;0,0;688,147024;0;0;2;0;2
135;64382,5024;1;55394,841092;506,632;381,2688;0,0;0;0;0;0;0;0;0,0;0,0;0;0;6;0;6
136;8854,0416;1;6121,8476;0,0;37,4164;0,0;0;0;0;0;0;0;0,0;0,0;0;0;4;0;4
137;11952,0;0;7016,8864;300,958;10456,0412;0,0;2;1;3;0;0;0;0,0;262,3132;0;0;3;0;3
138;7065,6572;2;6241,6083;295,6792;1021,6636;0,0;0;0;0;0;0;0;0,0;0,0;0;0;9;0;9
139;17859,0768;4;8199,955452;109,0952;7555,6892;88,0;5;19;24;5;0;0;296,974;448,287648;0;0;14;0;14
140;408,9576;0;408,9576;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
141;1004,5656;1;783,255396;0,0;0,0;0,0;2;1;3;0;0;0;0,0;58,449264;0;0;2;0;2
142;4089,6424;1;3104,867652;147,0428;1372,8532;0,0;0;2;2;0;0;0;0,0;0,0;0;0;4;0;4
143;6066,3372;0;1882,108;229,2792;676,7156;0,0;0;0;0;0;0;0;0,0;0,0;0;0;3;0;3
144;18558,2356;3;6507,654508;217,2276;6163,1816;0,0;0;0;0;0;0;0;0,0;0,0;0;0;6;0;6
145;5235,2416;0;3789,375956;166,0;1609,3036;0,0;1;0;1;0;0;0;0,0;45,361824;0;0;7;0;7
146;13674,748;3;7081,5932;49,468;4850,686;0,0;0;5;5;8;5;2;29,3156;154,219312;0;0;6;0;6
147;7208,7492;3;4827,3796;246,2776;2706,0988;0,0;9;2;11;0;0;0;0,0;51,3936;0;0;9;0;9
148;12383,6;0;0,0;0,0;2124,302;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
149;473,6644;1;0,0;0,0;0,0;0,0;0;0;0;0;0;2;0,0;403,586172;0;0;1;0;1
150;17436,64;1;5797,7824;223,4028;13889,552;0,0;0;0;0;0;0;0;0,0;0,0;0;0;4;0;4
151;6308,0;1;1002,833224;0,0;2500,7568;0,0;0;0;0;0;0;0;0,0;0,0;0;0;5;0;5
152;12363,7796;0;2391,7612;0,0;1283,1468;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
153;14110,0;2;4060,7584;370,1468;4988,3332;0,0;0;0;0;0;0;0;0,0;0,0;0;0;5;0;5
154;2129,6472;2;534,8188;18,924;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;4;0;4
155;517,92;1;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
156;211,7496;1;0,0;0,0;0,0;0,0;0;1;1;1;1;0;0,0;0,0;0;0;1;0;1
157;36756,9816;4;11047,0344;1145,1676;11059,0196;29,0;0;9;9;0;1;0;15,5376;26,791404;0;0;9;0;9
158;41012,7236;4;6846,172;485,882;13653,9648;0,0;0;2;2;4;1;3;0,0;735,320904;0;0;10;0;10
159;6596,84;4;2280,7072;132,0696;2700,8864;0,0;0;0;0;0;0;0;0,0;0,0;0;0;6;0;6
160;4169,256;1;1341,8776;347,77;3239,5564;0,0;0;0;0;0;0;0;0,0;0,0;0;0;4;0;4
161;1177,5044;2;321,2432;59,1292;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;4;0;4
162;7830,7512;2;662,4396;79,5804;3082,3876;0,0;1;0;1;0;0;0;0,0;33,822832;0;0;4;0;4
163;2445,7776;1;144,5528;152,3548;478,578;0,0;0;0;0;0;0;0;0,0;0,0;0;0;6;0;6
164;661,2776;2;0,0;0,0;201,1256;0,0;2;1;3;1;1;12;0,0;26,9916;0;0;2;0;2
165;5695,792;2;1162,9628;0,0;2665,96;0,0;0;1;1;0;0;0;0,0;75,242488;0;0;3;0;3
166;9486,9332;5;568,9816;0,0;7394,9348;0,0;0;5;5;0;0;0;0,0;0,0;0;0;7;0;7
167;258,4288;0;166,433924;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
168;725,586;3;0,0;0,0;0,0;0,0;0;5;5;0;0;0;0,0;73,772724;0;0;3;0;3
169;0,0;2;0,0;0,0;678,7076;0,0;0;0;0;2;1;7;0,0;0,0;0;0;2;0;2
170;3320,0;1;364,536;1406,518;1627,464;0,0;0;12;12;0;0;0;0,0;0,0;0;0;2;0;2
171;2660,0836;2;1833,7356;66,8648;0,0;30,0;0;1;1;0;0;0;20,8828;20,8828;0;0;4;0;4
172;1582,7436;1;599,0276;98,9028;494,514;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
173;582,66;0;582,66;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
174;215,0032;2;0,0;0,0;110,058;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
175;456,6328;0;276,058;0,0;0,0;0,0;0;1;1;0;0;0;0,0;0,0;0;0;1;0;1
176;457,9276;2;0,0;0,0;487,0108;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
177;2272,3408;0;2011,469476;0,0;43,9236;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
178;837,968;1;0,0;0,0;385,2196;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
179;17749,4836;1;16175,0732;83,0;1199,6156;0,0;0;0;0;0;0;0;0,0;0,0;0;0;3;0;3
180;4482,0;0;1781,2464;189,1736;4908,2548;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
181;1660,0;1;0,0;0,0;2632,6272;0,0;0;1;1;1;1;1;0,0;0,0;0;0;1;0;1
182;1926,4632;1;1596,94822;0,0;0,0;0,0;1;1;2;0;0;0;0,0;22,982368;0;0;2;0;2
183;36095,4052;1;0,0;5456,9512;22915,5696;0,0;1;20;21;7;0;0;0,0;134,813912;0;0;2;2;4
184;9877,83;4;3237,9296;217,792;398,1012;30,0;1;7;8;1;0;0;1,0624;59,1624;0;0;8;0;8
185;447,0048;1;0,0;0,0;0,0;0,0;1;1;2;2;0;2;0,0;225,650772;0;0;1;0;1
186;2988,0;0;0,0;0,0;0,0332;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
187;7132,4224;6;2723,6616;112,6808;2299,5648;0,0;0;0;0;0;0;0;0,0;0,0;0;0;9;0;9
188;1307,3496;2;488,9696;0,0;630,2356;0,0;0;0;0;0;0;0;0,0;0,0;0;0;3;0;3
189;1913,3492;2;0,0;80,7092;911,5392;0,0;0;8;8;4;0;0;0,0;83,5063;0;0;3;0;3
190;13226,1164;3;1140,05812;80,7424;4137,2844;0,0;0;6;6;0;0;0;0,0;54,08612;0;0;6;0;6
191;17702,8708;4;13535,6732;73,704;3695,2264;0,0;5;0;5;0;0;0;0,0;96,514724;0;0;6;0;6
192;269,6836;1;0,0;0,0;0,0;0,0;0;2;2;0;0;0;0,0;50,908216;0;0;1;0;1
193;861,872;1;69,388;0,0;663,336;0,0;1;3;4;0;2;3;0,0;83,378812;0;0;2;0;2
194;1082,486;0;1003,904256;0,0;0,0;529,0;0;0;0;0;0;1;78,581744;78,581744;0;0;1;0;1
195;9423,7536;1;0,0;0,0;10925,1904;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
196;1840,8404;2;130,8412;0,0;547,6008;0,0;0;0;0;1;1;5;0,0;0,0;0;0;3;0;3
197;476,9844;1;0,0;0,0;512,5748;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
198;3655,984;0;0,0;0,0;464,1028;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
199;2956,2608;1;1401,7704;0,0;337,5776;0,0;0;0;0;1;1;21;0,0;0,0;0;0;2;0;2
200;4982,0916;4;2928,1736;0,0;903,7704;0,0;0;0;0;0;0;0;0,0;0,0;0;0;7;0;7
201;81340,0;0;75118,1872;1416,6108;10313,414;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
202;7999,042;4;3984,8964;152,4212;1928,9532;0,0;0;2;2;1;0;0;0,0;25,564;0;0;6;0;6
203;194,6184;1;0,0;0,0;211,5504;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
204;2893,1476;0;2745,950752;26,56;113,544;49,0;0;2;2;0;0;0;5,957408;29,25086;0;0;5;0;5
205;4252,256;2;2045,4188;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;3;0;3
206;2090,604;2;0,0;0,0;0,0;0,0;0;0;0;0;0;5;0,0;584,61714;0;0;2;0;2
207;1882,3072;1;981,573604;0,0;81,2736;0,0;0;0;0;0;0;0;0,0;0,0;0;0;4;0;4
208;86,2204;0;59,262;0,0;30,4776;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
209;6133,4344;1;0,0;0,0;1337,628;119,0;0;0;0;2;1;1;4740,0968;4740,0968;0;0;3;0;3
210;6355,6752;2;1249,9468;107,1696;183,7952;0,0;0;6;6;0;0;0;0,0;0,0;0;0;3;0;3
211;2036,654;2;1473,25;134,792;1244,2696;29,0;0;4;4;2;2;1;3,818;3,818;0;0;4;0;4
212;8288,546;4;865,460588;224,7972;1576,3692;0,0;5;2;7;0;0;0;0,0;121,306492;0;0;7;0;7
213;630,3352;3;0,0;0,0;0,0;0,0;2;2;4;0;0;0;0,0;49,94442;0;0;3;0;3
214;3852,9264;4;1998,8724;0,0;448,1004;0,0;0;0;0;2;1;0;5,5776;5,5776;0;0;5;0;5
215;19834,8752;5;0,0;363,3408;15541,418;0,0;0;2;2;0;0;0;0,0;0,0;0;0;9;0;9
216;8826,8176;1;3038,132;255,2416;2114,0432;29,0;2;5;7;1;0;3;27,888;46,5796;0;0;8;0;8
217;3590,4472;3;1880,78;1880,78;22136,1996;0,0;0;0;0;3;0;1;0,0;0,0;0;0;4;0;4
218;422,0716;3;0,0;0,0;234,1928;0,0;0;0;0;0;0;0;0,0;0,0;0;0;3;0;3
219;5809,5684;2;1974,0388;218,622;873,99;0,0;0;0;0;0;0;0;0,0;0,0;0;0;4;0;4
220;1343,1724;3;0,0;0,0;0,0;0,0;0;3;3;1;1;0;0,0;52,002156;0;0;3;0;3
221;6682,2304;2;76,210932;0,0;3256,9864;1850,0;0;5;5;3;3;65;29,033068;3037,3352;0;0;3;0;3
222;330,5724;1;45,707436;0,0;0,0;0,0;0;1;1;0;0;0;0,0;10,078192;0;0;2;0;2
223;976,08;0;911,4728;71,878;71,878;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
224;5643,5684;2;0,0;0,0;8216,336;0,0;0;12;12;3;0;0;0,0;0,0;0;0;4;0;4
225;1576,5352;2;0,166;0,0;1336,3664;0,0;1;8;9;2;0;0;0,0;42,856884;0;0;2;0;2
226;2601,8508;2;1684,7672;86,5524;677,4792;0,0;0;1;1;1;0;17;0,0332;0,0332;0;0;5;0;5
227;702,9768;0;225,3616;80,9748;497,9336;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
228;23339,6;0;18706,080844;495,9748;6943,6472;0,0;1;0;1;0;0;0;0,0;219,876296;0;0;2;0;2
229;7638,822;5;3576,185476;0,0;1450,7404;0,0;0;1;1;0;0;0;0,0;20,521916;0;0;8;0;8
230;340,466;1;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
231;244,3188;0;102,4552;102,2228;178,782;59,0;0;0;0;1;0;0;80,9416;80,9416;0;0;2;0;2
232;3214,4572;2;1662,764232;53,4188;213,9076;0,0;2;5;7;0;0;0;0,0;75,359684;0;0;4;0;4
233;1892,4;0;1643,4664;0,0;603,908;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
234;560,25;1;0,9628;0,0;411,0492;0,0;0;2;2;2;0;0;0,9628;17,3802;0;0;2;0;2
